# x, y, theta, v_l, v_r
5.47, 346.95, -1.589, 25.02, 25.02
5.47, 346.70, -1.589, 25.02, 25.02
5.46, 346.45, -1.589, 25.02, 25.02
5.46, 346.20, -1.589, 25.02, 25.02
5.45, 345.95, -1.589, 25.02, 25.02
5.45, 345.70, -1.589, 25.02, 25.02
5.44, 345.45, -1.589, 25.02, 25.02
5.44, 345.20, -1.589, 25.02, 25.02
5.43, 344.95, -1.589, 25.02, 25.02
5.43, 344.70, -1.589, 25.02, 25.02
5.43, 344.45, -1.589, 25.02, 25.02
5.42, 344.20, -1.589, 25.02, 25.02
5.42, 343.94, -1.589, 25.02, 25.02
5.41, 343.69, -1.589, 25.02, 25.02
5.41, 343.44, -1.589, 25.02, 25.02
5.40, 343.19, -1.589, 25.02, 25.02
5.40, 342.94, -1.589, 25.02, 25.02
5.39, 342.69, -1.589, 25.02, 25.02
5.39, 342.44, -1.589, 25.02, 25.02
5.39, 342.19, -1.589, 25.02, 25.02
5.38, 341.94, -1.589, 25.02, 25.02
5.38, 341.69, -1.589, 25.02, 25.02
5.37, 341.44, -1.589, 25.02, 25.02
5.37, 341.19, -1.589, 25.02, 25.02
5.36, 340.94, -1.589, 25.02, 25.02
5.36, 340.69, -1.589, 25.02, 25.02
5.35, 340.44, -1.589, 25.02, 25.02
5.35, 340.19, -1.589, 25.02, 25.02
5.35, 339.94, -1.589, 25.02, 25.02
5.34, 339.69, -1.589, 25.02, 25.02
5.34, 339.44, -1.589, 25.02, 25.02
5.33, 339.19, -1.589, 25.02, 25.02
5.33, 338.94, -1.589, 25.02, 25.02
5.32, 338.69, -1.589, 25.02, 25.02
5.32, 338.44, -1.589, 25.02, 25.02
5.31, 338.19, -1.589, 25.02, 25.02
5.31, 337.94, -1.589, 25.02, 25.02
5.31, 337.69, -1.589, 25.02, 25.02
5.30, 337.44, -1.589, 25.02, 25.02
5.30, 337.19, -1.589, 25.02, 25.02
5.29, 336.94, -1.589, 25.02, 25.02
5.29, 336.69, -1.589, 25.02, 25.02
5.28, 336.44, -1.589, 25.02, 25.02
5.28, 336.19, -1.589, 25.02, 25.02
5.27, 335.94, -1.589, 25.02, 25.02
5.27, 335.69, -1.589, 25.02, 25.02
5.27, 335.44, -1.589, 25.02, 25.02
5.26, 335.19, -1.589, 25.02, 25.02
5.26, 334.94, -1.589, 25.02, 25.02
5.25, 334.69, -1.589, 25.02, 25.02
5.25, 334.44, -1.589, 25.02, 25.02
5.24, 334.19, -1.589, 25.02, 25.02
5.24, 333.94, -1.589, 25.02, 25.02
5.23, 333.69, -1.589, 25.02, 25.02
5.23, 333.44, -1.589, 25.02, 25.02
5.23, 333.19, -1.589, 25.02, 25.02
5.22, 332.94, -1.589, 25.02, 25.02
5.22, 332.69, -1.589, 25.02, 25.02
5.21, 332.44, -1.589, 25.02, 25.02
5.21, 332.19, -1.589, 25.02, 25.02
5.20, 331.94, -1.589, 25.02, 25.02
5.20, 331.68, -1.589, 25.02, 25.02
5.19, 331.43, -1.589, 25.02, 25.02
5.19, 331.18, -1.589, 25.02, 25.02
5.19, 330.93, -1.589, 25.02, 25.02
5.18, 330.68, -1.589, 25.02, 25.02
5.18, 330.43, -1.589, 25.02, 25.02
5.17, 330.18, -1.589, 25.02, 25.02
5.17, 329.93, -1.589, 25.02, 25.02
5.16, 329.68, -1.589, 25.02, 25.02
5.16, 329.43, -1.589, 25.02, 25.02
5.15, 329.18, -1.589, 25.02, 25.02
5.15, 328.93, -1.589, 25.02, 25.02
5.15, 328.68, -1.589, 25.02, 25.02
5.14, 328.43, -1.589, 25.02, 25.02
5.14, 328.18, -1.589, 25.02, 25.02
5.13, 327.93, -1.589, 25.02, 25.02
5.13, 327.68, -1.589, 25.02, 25.02
5.12, 327.43, -1.589, 25.02, 25.02
5.12, 327.18, -1.589, 25.02, 25.02
5.11, 326.93, -1.589, 25.02, 25.02
5.11, 326.68, -1.589, 25.02, 25.02
5.11, 326.43, -1.589, 25.02, 25.02
5.10, 326.18, -1.589, 25.02, 25.02
5.10, 325.93, -1.589, 25.02, 25.02
5.09, 325.68, -1.589, 25.02, 25.02
5.09, 325.43, -1.589, 25.02, 25.02
5.08, 325.18, -1.589, 25.02, 25.02
5.08, 324.93, -1.589, 25.02, 25.02
5.07, 324.68, -1.589, 25.02, 25.02
5.07, 324.43, -1.589, 25.02, 25.02
5.07, 324.18, -1.589, 25.02, 25.02
5.06, 323.93, -1.589, 25.02, 25.02
5.06, 323.68, -1.589, 25.02, 25.02
5.05, 323.43, -1.589, 25.02, 25.02
5.05, 323.18, -1.589, 25.02, 25.02
5.04, 322.93, -1.589, 25.02, 25.02
5.04, 322.68, -1.589, 25.02, 25.02
5.03, 322.43, -1.589, 25.02, 25.02
5.03, 322.18, -1.589, 25.02, 25.02
5.03, 321.93, -1.589, 25.02, 25.02
5.02, 321.68, -1.589, 25.02, 25.02
5.02, 321.43, -1.589, 25.02, 25.02
5.01, 321.18, -1.589, 25.02, 25.02
5.01, 320.93, -1.589, 25.02, 25.02
5.00, 320.68, -1.589, 25.02, 25.02
5.00, 320.43, -1.589, 25.02, 25.02
4.99, 320.18, -1.589, 25.02, 25.02
4.99, 319.93, -1.589, 25.02, 25.02
4.99, 319.68, -1.589, 25.02, 25.02
4.98, 319.42, -1.589, 25.02, 25.02
4.98, 319.17, -1.589, 25.02, 25.02
4.97, 318.92, -1.589, 25.02, 25.02
4.97, 318.67, -1.589, 25.02, 25.02
4.96, 318.42, -1.589, 25.02, 25.02
4.96, 318.17, -1.589, 25.02, 25.02
4.95, 317.92, -1.589, 25.02, 25.02
4.95, 317.67, -1.589, 25.02, 25.02
4.95, 317.42, -1.589, 25.02, 25.02
4.94, 317.17, -1.589, 25.02, 25.02
4.94, 316.92, -1.589, 25.02, 25.02
4.93, 316.67, -1.589, 25.02, 25.02
4.93, 316.42, -1.589, 25.02, 25.02
4.92, 316.17, -1.589, 25.02, 25.02
4.92, 315.92, -1.589, 25.02, 25.02
4.91, 315.67, -1.589, 25.02, 25.02
4.91, 315.42, -1.589, 25.02, 25.02
4.91, 315.17, -1.589, 25.02, 25.02
4.90, 314.92, -1.589, 25.02, 25.02
4.90, 314.67, -1.589, 25.02, 25.02
4.89, 314.42, -1.589, 25.02, 25.02
4.89, 314.17, -1.589, 25.02, 25.02
4.88, 313.92, -1.589, 25.02, 25.02
4.88, 313.67, -1.589, 25.02, 25.02
4.87, 313.42, -1.589, 25.02, 25.02
4.87, 313.17, -1.589, 25.02, 25.02
4.87, 312.92, -1.589, 25.02, 25.02
4.86, 312.67, -1.589, 25.02, 25.02
4.86, 312.42, -1.589, 25.02, 25.02
4.85, 312.17, -1.589, 25.02, 25.02
4.85, 311.92, -1.589, 25.02, 25.02
4.84, 311.67, -1.589, 25.02, 25.02
4.84, 311.42, -1.589, 25.02, 25.02
4.83, 311.17, -1.589, 25.02, 25.02
4.83, 310.92, -1.589, 25.02, 25.02
4.83, 310.67, -1.589, 25.02, 25.02
4.82, 310.42, -1.589, 25.02, 25.02
4.82, 310.17, -1.589, 25.02, 25.02
4.81, 309.92, -1.589, 25.02, 25.02
4.81, 309.67, -1.589, 25.02, 25.02
4.80, 309.42, -1.589, 25.02, 25.02
4.80, 309.17, -1.589, 25.02, 25.02
4.79, 308.92, -1.589, 25.02, 25.02
4.79, 308.67, -1.589, 25.02, 25.02
4.79, 308.42, -1.589, 25.02, 25.02
4.78, 308.17, -1.589, 25.02, 25.02
4.78, 307.92, -1.589, 25.02, 25.02
4.77, 307.67, -1.589, 25.02, 25.02
4.77, 307.42, -1.589, 25.02, 25.02
4.76, 307.16, -1.589, 25.02, 25.02
4.76, 306.91, -1.589, 25.02, 25.02
4.75, 306.66, -1.589, 25.02, 25.02
4.75, 306.41, -1.589, 25.02, 25.02
4.75, 306.16, -1.589, 25.02, 25.02
4.74, 305.91, -1.589, 25.02, 25.02
4.74, 305.66, -1.589, 25.02, 25.02
4.73, 305.41, -1.589, 25.02, 25.02
4.73, 305.16, -1.589, 25.02, 25.02
4.72, 304.91, -1.589, 25.02, 25.02
4.72, 304.66, -1.589, 25.02, 25.02
4.71, 304.41, -1.589, 25.02, 25.02
4.71, 304.16, -1.589, 25.02, 25.02
4.71, 303.91, -1.589, 25.02, 25.02
4.70, 303.66, -1.589, 25.02, 25.02
4.70, 303.41, -1.589, 25.02, 25.02
4.69, 303.16, -1.589, 25.02, 25.02
4.69, 302.91, -1.589, 25.02, 25.02
4.68, 302.66, -1.589, 25.02, 25.02
4.68, 302.41, -1.589, 25.02, 25.02
4.67, 302.16, -1.589, 25.02, 25.02
4.67, 301.91, -1.589, 25.02, 25.02
4.67, 301.66, -1.589, 25.02, 25.02
4.66, 301.41, -1.589, 25.02, 25.02
4.66, 301.16, -1.589, 25.02, 25.02
4.65, 300.91, -1.589, 25.02, 25.02
4.65, 300.66, -1.589, 25.02, 25.02
4.64, 300.41, -1.589, 25.02, 25.02
4.64, 300.16, -1.589, 25.02, 25.02
4.63, 299.91, -1.589, 25.02, 25.02
4.63, 299.66, -1.589, 25.02, 25.02
4.63, 299.41, -1.589, 25.02, 25.02
4.62, 299.16, -1.589, 25.02, 25.02
4.62, 298.91, -1.589, 25.02, 25.02
4.61, 298.66, -1.589, 25.02, 25.02
4.61, 298.41, -1.589, 25.02, 25.02
4.60, 298.16, -1.589, 25.02, 25.02
4.60, 297.91, -1.589, 25.02, 25.02
4.59, 297.66, -1.589, 25.02, 25.02
4.59, 297.41, -1.589, 25.02, 25.02
4.59, 297.16, -1.589, 25.02, 25.02
4.58, 296.91, -1.589, 25.02, 25.02
4.58, 296.66, -1.589, 25.02, 25.02
4.57, 296.41, -1.589, 25.02, 25.02
4.57, 296.16, -1.589, 25.02, 25.02
4.56, 295.91, -1.589, 25.02, 25.02
4.56, 295.66, -1.589, 25.02, 25.02
4.55, 295.41, -1.589, 25.02, 25.02
4.55, 295.15, -1.589, 25.02, 25.02
4.55, 294.90, -1.589, 25.02, 25.02
4.54, 294.65, -1.589, 25.02, 25.02
4.54, 294.40, -1.589, 25.02, 25.02
4.53, 294.15, -1.589, 25.02, 25.02
4.53, 293.90, -1.589, 25.02, 25.02
4.52, 293.65, -1.589, 25.02, 25.02
4.52, 293.40, -1.589, 25.02, 25.02
4.51, 293.15, -1.589, 25.02, 25.02
4.51, 292.90, -1.589, 25.02, 25.02
4.51, 292.65, -1.589, 25.02, 25.02
4.50, 292.40, -1.589, 25.02, 25.02
4.50, 292.15, -1.589, 25.02, 25.02
4.49, 291.90, -1.589, 25.02, 25.02
4.49, 291.65, -1.589, 25.02, 25.02
4.48, 291.40, -1.589, 25.02, 25.02
4.48, 291.15, -1.589, 25.02, 25.02
4.47, 290.90, -1.589, 25.02, 25.02
4.47, 290.65, -1.589, 25.02, 25.02
4.47, 290.40, -1.589, 25.02, 25.02
4.46, 290.15, -1.589, 25.02, 25.02
4.46, 289.90, -1.589, 25.02, 25.02
4.45, 289.65, -1.589, 25.02, 25.02
4.45, 289.40, -1.589, 25.02, 25.02
4.44, 289.15, -1.589, 25.02, 25.02
4.44, 288.90, -1.589, 25.02, 25.02
4.43, 288.65, -1.589, 25.02, 25.02
4.43, 288.40, -1.589, 25.02, 25.02
4.43, 288.15, -1.589, 25.02, 25.02
4.42, 287.90, -1.589, 25.02, 25.02
4.42, 287.65, -1.589, 25.02, 25.02
4.41, 287.40, -1.589, 25.02, 25.02
4.41, 287.15, -1.589, 25.02, 25.02
4.40, 286.90, -1.589, 25.02, 25.02
4.40, 286.65, -1.589, 25.02, 25.02
4.40, 286.40, -1.589, 25.02, 25.02
4.39, 286.15, -1.589, 25.02, 25.02
4.39, 285.90, -1.589, 25.02, 25.02
4.38, 285.65, -1.589, 25.02, 25.02
4.38, 285.40, -1.589, 25.02, 25.02
4.37, 285.15, -1.589, 25.02, 25.02
4.37, 284.90, -1.589, 25.02, 25.02
4.36, 284.65, -1.589, 25.02, 25.02
4.36, 284.40, -1.589, 25.02, 25.02
4.36, 284.15, -1.589, 25.02, 25.02
4.35, 283.90, -1.589, 25.02, 25.02
4.35, 283.65, -1.589, 25.02, 25.02
4.34, 283.40, -1.589, 25.02, 25.02
4.34, 283.15, -1.589, 25.02, 25.02
4.33, 282.89, -1.589, 25.02, 25.02
4.33, 282.64, -1.589, 25.02, 25.02
4.32, 282.39, -1.589, 25.02, 25.02
4.32, 282.14, -1.589, 25.02, 25.02
4.32, 281.89, -1.589, 25.02, 25.02
4.31, 281.64, -1.589, 25.02, 25.02
4.31, 281.39, -1.589, 25.02, 25.02
4.30, 281.14, -1.589, 25.02, 25.02
4.30, 280.89, -1.589, 25.02, 25.02
4.29, 280.64, -1.589, 25.02, 25.02
4.29, 280.39, -1.589, 25.02, 25.02
4.28, 280.14, -1.589, 25.02, 25.02
4.28, 279.89, -1.589, 25.02, 25.02
4.28, 279.64, -1.589, 25.02, 25.02
4.27, 279.39, -1.589, 25.02, 25.02
4.27, 279.14, -1.589, 25.02, 25.02
4.26, 278.89, -1.589, 25.02, 25.02
4.26, 278.64, -1.589, 25.02, 25.02
4.25, 278.39, -1.589, 25.02, 25.02
4.25, 278.14, -1.589, 25.02, 25.02
4.24, 277.89, -1.589, 25.02, 25.02
4.24, 277.64, -1.589, 25.02, 25.02
4.24, 277.39, -1.589, 25.02, 25.02
4.23, 277.14, -1.589, 25.02, 25.02
4.23, 276.89, -1.589, 25.02, 25.02
4.22, 276.64, -1.589, 25.02, 25.02
4.22, 276.39, -1.589, 25.02, 25.02
4.21, 276.14, -1.589, 25.02, 25.02
4.21, 275.89, -1.589, 25.02, 25.02
4.20, 275.64, -1.589, 25.02, 25.02
4.20, 275.39, -1.589, 25.02, 25.02
4.20, 275.14, -1.589, 25.02, 25.02
4.19, 274.89, -1.589, 25.02, 25.02
4.19, 274.64, -1.589, 25.02, 25.02
4.18, 274.39, -1.589, 25.02, 25.02
4.18, 274.14, -1.589, 25.02, 25.02
4.17, 273.89, -1.589, 25.02, 25.02
4.17, 273.64, -1.589, 25.02, 25.02
4.16, 273.39, -1.589, 25.02, 25.02
4.16, 273.14, -1.589, 25.02, 25.02
4.16, 272.89, -1.589, 25.02, 25.02
4.15, 272.64, -1.589, 25.02, 25.02
4.15, 272.39, -1.589, 25.02, 25.02
4.14, 272.14, -1.589, 25.02, 25.02
4.14, 271.89, -1.589, 25.02, 25.02
4.13, 271.64, -1.589, 25.02, 25.02
4.13, 271.39, -1.589, 25.02, 25.02
4.12, 271.14, -1.589, 25.02, 25.02
4.12, 270.89, -1.589, 25.02, 25.02
4.12, 270.63, -1.589, 25.02, 25.02
4.11, 270.38, -1.589, 25.02, 25.02
4.11, 270.13, -1.589, 25.02, 25.02
4.10, 269.88, -1.589, 25.02, 25.02
4.10, 269.63, -1.589, 25.02, 25.02
4.09, 269.38, -1.589, 25.02, 25.02
4.09, 269.13, -1.589, 25.02, 25.02
4.08, 268.88, -1.589, 25.02, 25.02
4.08, 268.63, -1.589, 25.02, 25.02
4.08, 268.38, -1.589, 25.02, 25.02
4.07, 268.13, -1.589, 25.02, 25.02
4.07, 267.88, -1.589, 25.02, 25.02
4.06, 267.63, -1.589, 25.02, 25.02
4.06, 267.38, -1.589, 25.02, 25.02
4.05, 267.13, -1.589, 25.02, 25.02
4.05, 266.88, -1.589, 25.02, 25.02
4.04, 266.63, -1.589, 25.02, 25.02
4.04, 266.38, -1.589, 25.02, 25.02
4.04, 266.13, -1.589, 25.02, 25.02
4.03, 265.88, -1.589, 25.02, 25.02
4.03, 265.63, -1.589, 25.02, 25.02
4.02, 265.38, -1.589, 25.02, 25.02
4.02, 265.13, -1.589, 25.02, 25.02
4.01, 264.88, -1.589, 25.02, 25.02
4.01, 264.63, -1.589, 25.02, 25.02
4.00, 264.38, -1.589, 25.02, 25.02
4.00, 264.13, -1.589, 25.02, 25.02
4.00, 263.88, -1.589, 25.02, 25.02
3.99, 263.63, -1.589, 25.02, 25.02
3.99, 263.38, -1.589, 25.02, 25.02
3.98, 263.13, -1.589, 25.02, 25.02
3.98, 262.88, -1.589, 25.02, 25.02
3.97, 262.63, -1.589, 25.02, 25.02
3.97, 262.38, -1.589, 25.02, 25.02
3.96, 262.13, -1.589, 25.02, 25.02
3.96, 261.88, -1.589, 25.02, 25.02
3.96, 261.63, -1.589, 25.02, 25.02
3.95, 261.38, -1.589, 25.02, 25.02
3.95, 261.13, -1.589, 25.02, 25.02
3.94, 260.88, -1.589, 25.02, 25.02
3.94, 260.63, -1.589, 25.02, 25.02
3.93, 260.38, -1.589, 25.02, 25.02
3.93, 260.13, -1.589, 25.02, 25.02
3.92, 259.88, -1.589, 25.02, 25.02
3.92, 259.63, -1.589, 25.02, 25.02
3.92, 259.38, -1.589, 25.02, 25.02
3.91, 259.13, -1.589, 25.02, 25.02
3.91, 258.88, -1.589, 25.02, 25.02
3.90, 258.63, -1.589, 25.02, 25.02
3.90, 258.37, -1.589, 25.02, 25.02
3.89, 258.12, -1.589, 25.02, 25.02
3.89, 257.87, -1.589, 25.02, 25.02
3.88, 257.62, -1.589, 25.02, 25.02
3.88, 257.37, -1.589, 25.02, 25.02
3.88, 257.12, -1.589, 25.02, 25.02
3.87, 256.87, -1.589, 25.02, 25.02
3.87, 256.62, -1.589, 25.02, 25.02
3.86, 256.37, -1.589, 25.02, 25.02
3.86, 256.12, -1.589, 25.02, 25.02
3.85, 255.87, -1.589, 25.02, 25.02
3.85, 255.62, -1.589, 25.02, 25.02
3.84, 255.37, -1.589, 25.02, 25.02
3.84, 255.12, -1.589, 25.02, 25.02
3.84, 254.87, -1.589, 25.02, 25.02
3.83, 254.62, -1.589, 25.02, 25.02
3.83, 254.37, -1.589, 25.02, 25.02
3.82, 254.12, -1.589, 25.02, 25.02
3.82, 253.87, -1.589, 25.02, 25.02
3.81, 253.62, -1.589, 25.02, 25.02
3.81, 253.37, -1.589, 25.02, 25.02
3.80, 253.12, -1.589, 25.02, 25.02
3.80, 252.87, -1.589, 25.02, 25.02
3.80, 252.62, -1.589, 25.02, 25.02
3.79, 252.37, -1.589, 25.02, 25.02
3.79, 252.12, -1.589, 25.02, 25.02
3.78, 251.87, -1.589, 25.02, 25.02
3.78, 251.62, -1.589, 25.02, 25.02
3.77, 251.37, -1.589, 25.02, 25.02
3.77, 251.12, -1.589, 25.02, 25.02
3.76, 250.87, -1.589, 25.02, 25.02
3.76, 250.62, -1.589, 25.02, 25.02
3.76, 250.37, -1.589, 25.02, 25.02
3.75, 250.12, -1.589, 25.02, 25.02
3.75, 249.87, -1.589, 25.02, 25.02
3.74, 249.62, -1.589, 25.02, 25.02
3.74, 249.37, -1.589, 25.02, 25.02
3.73, 249.12, -1.589, 25.02, 25.02
3.73, 248.87, -1.589, 25.02, 25.02
3.72, 248.62, -1.589, 25.02, 25.02
3.72, 248.37, -1.589, 25.02, 25.02
3.72, 248.12, -1.589, 25.02, 25.02
3.71, 247.87, -1.589, 25.02, 25.02
3.71, 247.62, -1.589, 25.02, 25.02
3.70, 247.37, -1.589, 25.02, 25.02
3.70, 247.12, -1.589, 25.02, 25.02
3.69, 246.87, -1.589, 25.02, 25.02
3.69, 246.62, -1.589, 25.02, 25.02
3.68, 246.37, -1.589, 25.02, 25.02
3.68, 246.11, -1.589, 25.02, 25.02
3.68, 245.86, -1.589, 25.02, 25.02
3.67, 245.61, -1.589, 25.02, 25.02
3.67, 245.36, -1.589, 25.02, 25.02
3.66, 245.11, -1.589, 25.02, 25.02
3.66, 244.86, -1.589, 25.02, 25.02
3.65, 244.61, -1.589, 25.02, 25.02
3.65, 244.36, -1.589, 25.02, 25.02
3.64, 244.11, -1.589, 25.02, 25.02
3.64, 243.86, -1.589, 25.02, 25.02
3.64, 243.61, -1.589, 25.02, 25.02
3.63, 243.36, -1.589, 25.02, 25.02
3.63, 243.11, -1.589, 25.02, 25.02
3.62, 242.86, -1.589, 25.02, 25.02
3.62, 242.61, -1.589, 25.02, 25.02
3.61, 242.36, -1.589, 25.02, 25.02
3.61, 242.11, -1.589, 25.02, 25.02
3.60, 241.86, -1.589, 25.02, 25.02
3.60, 241.61, -1.589, 25.02, 25.02
3.60, 241.36, -1.589, 25.02, 25.02
3.59, 241.11, -1.589, 25.02, 25.02
3.59, 240.86, -1.589, 25.02, 25.02
3.58, 240.61, -1.589, 25.02, 25.02
3.58, 240.36, -1.589, 25.02, 25.02
3.57, 240.11, -1.589, 25.02, 25.02
3.57, 239.86, -1.589, 25.02, 25.02
3.56, 239.61, -1.589, 25.02, 25.02
3.56, 239.36, -1.589, 25.02, 25.02
3.56, 239.11, -1.589, 25.02, 25.02
3.55, 238.86, -1.589, 25.02, 25.02
3.55, 238.61, -1.589, 25.02, 25.02
3.54, 238.36, -1.589, 25.02, 25.02
3.54, 238.11, -1.589, 25.02, 25.02
3.53, 237.86, -1.589, 25.02, 25.02
3.53, 237.61, -1.589, 25.02, 25.02
3.52, 237.36, -1.589, 25.02, 25.02
3.52, 237.11, -1.589, 25.02, 25.02
3.52, 236.86, -1.589, 25.02, 25.02
3.51, 236.61, -1.589, 25.02, 25.02
3.51, 236.36, -1.589, 25.02, 25.02
3.50, 236.11, -1.589, 25.02, 25.02
3.50, 235.86, -1.589, 25.02, 25.02
3.49, 235.61, -1.589, 25.02, 25.02
3.49, 235.36, -1.589, 25.02, 25.02
3.48, 235.11, -1.589, 25.02, 25.02
3.48, 234.86, -1.589, 25.02, 25.02
3.48, 234.61, -1.589, 25.02, 25.02
3.47, 234.36, -1.589, 25.02, 25.02
3.47, 234.10, -1.589, 25.02, 25.02
3.46, 233.85, -1.589, 25.02, 25.02
3.46, 233.60, -1.589, 25.02, 25.02
3.45, 233.35, -1.589, 25.02, 25.02
3.45, 233.10, -1.589, 25.02, 25.02
3.44, 232.85, -1.589, 25.02, 25.02
3.44, 232.60, -1.589, 25.02, 25.02
3.44, 232.35, -1.589, 25.02, 25.02
3.43, 232.10, -1.589, 25.02, 25.02
3.43, 231.85, -1.589, 25.02, 25.02
3.42, 231.60, -1.589, 25.02, 25.02
3.42, 231.35, -1.589, 25.02, 25.02
3.41, 231.10, -1.589, 25.02, 25.02
3.41, 230.85, -1.589, 25.02, 25.02
3.40, 230.60, -1.589, 25.02, 25.02
3.40, 230.35, -1.589, 25.02, 25.02
3.40, 230.10, -1.589, 25.02, 25.02
3.39, 229.85, -1.589, 25.02, 25.02
3.39, 229.60, -1.589, 25.02, 25.02
3.38, 229.35, -1.589, 25.02, 25.02
3.38, 229.10, -1.589, 25.02, 25.02
3.37, 228.85, -1.589, 25.02, 25.02
3.37, 228.60, -1.589, 25.02, 25.02
3.36, 228.35, -1.589, 25.02, 25.02
3.36, 228.10, -1.589, 25.02, 25.02
3.36, 227.85, -1.589, 25.02, 25.02
3.35, 227.60, -1.589, 25.02, 25.02
3.35, 227.35, -1.589, 25.02, 25.02
3.34, 227.10, -1.589, 25.02, 25.02
3.34, 226.85, -1.589, 25.02, 25.02
3.33, 226.60, -1.589, 25.02, 25.02
3.33, 226.35, -1.589, 25.02, 25.02
3.32, 226.10, -1.589, 25.02, 25.02
3.32, 225.85, -1.589, 25.02, 25.02
3.32, 225.60, -1.589, 25.02, 25.02
3.31, 225.35, -1.589, 25.02, 25.02
3.31, 225.10, -1.589, 25.02, 25.02
3.30, 224.85, -1.589, 25.02, 25.02
3.30, 224.60, -1.589, 25.02, 25.02
3.29, 224.35, -1.589, 25.02, 25.02
3.29, 224.10, -1.589, 25.02, 25.02
3.28, 223.85, -1.589, 25.02, 25.02
3.28, 223.60, -1.589, 25.02, 25.02
3.28, 223.35, -1.589, 25.02, 25.02
3.27, 223.10, -1.589, 25.02, 25.02
3.27, 222.85, -1.589, 25.02, 25.02
3.26, 222.60, -1.589, 25.02, 25.02
3.26, 222.35, -1.589, 25.02, 25.02
3.25, 222.10, -1.589, 25.02, 25.02
3.25, 221.84, -1.589, 25.02, 25.02
3.24, 221.59, -1.589, 25.02, 25.02
3.24, 221.34, -1.589, 25.02, 25.02
3.24, 221.09, -1.589, 25.02, 25.02
3.23, 220.84, -1.589, 25.02, 25.02
3.23, 220.59, -1.589, 25.02, 25.02
3.22, 220.34, -1.589, 25.02, 25.02
3.22, 220.09, -1.589, 25.02, 25.02
3.21, 219.84, -1.589, 25.02, 25.02
3.21, 219.59, -1.589, 25.02, 25.02
3.21, 219.34, -1.589, 25.02, 25.02
3.20, 219.09, -1.589, 25.02, 25.02
3.20, 218.84, -1.589, 25.02, 25.02
3.19, 218.59, -1.589, 25.02, 25.02
3.19, 218.34, -1.589, 25.02, 25.02
3.18, 218.09, -1.589, 25.02, 25.02
3.18, 217.84, -1.589, 25.02, 25.02
3.17, 217.59, -1.589, 25.02, 25.02
3.17, 217.34, -1.589, 25.02, 25.02
3.17, 217.09, -1.589, 25.02, 25.02
3.16, 216.84, -1.589, 25.02, 25.02
3.16, 216.59, -1.589, 25.02, 25.02
3.15, 216.34, -1.589, 25.02, 25.02
3.15, 216.09, -1.589, 25.02, 25.02
3.14, 215.84, -1.589, 25.02, 25.02
3.14, 215.59, -1.589, 25.02, 25.02
3.13, 215.34, -1.589, 25.02, 25.02
3.13, 215.09, -1.589, 25.02, 25.02
3.13, 214.84, -1.589, 25.02, 25.02
3.12, 214.59, -1.589, 25.02, 25.02
3.12, 214.34, -1.589, 25.02, 25.02
3.11, 214.09, -1.589, 25.02, 25.02
3.11, 213.84, -1.589, 25.02, 25.02
3.10, 213.59, -1.589, 25.02, 25.02
3.10, 213.34, -1.589, 25.02, 25.02
3.09, 213.09, -1.589, 25.02, 25.02
3.09, 212.84, -1.589, 25.02, 25.02
3.09, 212.59, -1.589, 25.02, 25.02
3.08, 212.34, -1.589, 25.02, 25.02
3.08, 212.09, -1.589, 25.02, 25.02
3.07, 211.84, -1.589, 25.02, 25.02
3.07, 211.59, -1.589, 25.02, 25.02
3.06, 211.34, -1.589, 25.02, 25.02
3.06, 211.09, -1.589, 25.02, 25.02
3.05, 210.84, -1.589, 25.02, 25.02
3.05, 210.59, -1.589, 25.02, 25.02
3.05, 210.34, -1.589, 25.02, 25.02
3.04, 210.09, -1.589, 25.02, 25.02
3.04, 209.84, -1.589, 25.02, 25.02
3.03, 209.58, -1.589, 25.02, 25.02
3.03, 209.33, -1.589, 25.02, 25.02
3.02, 209.08, -1.589, 25.02, 25.02
3.02, 208.83, -1.589, 25.02, 25.02
3.01, 208.58, -1.589, 25.02, 25.02
3.01, 208.33, -1.589, 25.02, 25.02
3.01, 208.08, -1.589, 25.02, 25.02
3.00, 207.83, -1.589, 25.02, 25.02
3.00, 207.58, -1.589, 25.02, 25.02
2.99, 207.33, -1.589, 25.02, 25.02
2.99, 207.08, -1.589, 25.02, 25.02
2.98, 206.83, -1.589, 25.02, 25.02
2.98, 206.58, -1.589, 25.02, 25.02
2.97, 206.33, -1.589, 25.02, 25.02
2.97, 206.08, -1.589, 25.02, 25.02
2.97, 205.83, -1.589, 25.02, 25.02
2.96, 205.58, -1.589, 25.02, 25.02
2.96, 205.33, -1.589, 25.02, 25.02
2.95, 205.08, -1.589, 25.02, 25.02
2.95, 204.83, -1.589, 25.02, 25.02
2.94, 204.58, -1.589, 25.02, 25.02
2.94, 204.33, -1.589, 25.02, 25.02
2.93, 204.08, -1.589, 25.02, 25.02
2.93, 203.83, -1.589, 25.02, 25.02
2.93, 203.58, -1.589, 25.02, 25.02
2.92, 203.33, -1.589, 25.02, 25.02
2.92, 203.08, -1.589, 25.02, 25.02
2.91, 202.83, -1.589, 25.02, 25.02
2.91, 202.58, -1.589, 25.02, 25.02
2.90, 202.33, -1.589, 25.02, 25.02
2.90, 202.08, -1.589, 25.02, 25.02
2.89, 201.83, -1.589, 25.02, 25.02
2.89, 201.58, -1.589, 25.02, 25.02
