# x, y, theta, v_l, v_r
121.36, 6.11, -1.459, 25.02, 7.82
121.36, 5.95, -1.631, 25.02, 7.82
121.34, 5.79, -1.803, 25.02, 7.82
121.33, 5.75, -1.725, 0.00, 7.82
121.33, 5.71, -1.647, 0.00, 7.82
121.33, 5.67, -1.569, 0.00, 7.82
121.33, 5.63, -1.490, 0.00, 7.82
121.33, 5.59, -1.412, 0.00, 7.82
121.34, 5.56, -1.334, 0.00, 7.82
121.35, 5.52, -1.256, 0.00, 7.82
121.37, 5.48, -1.178, 0.00, 7.82
121.38, 5.45, -1.099, 0.00, 7.82
121.40, 5.42, -1.021, 0.00, 7.82
121.42, 5.39, -0.943, 0.00, 7.82
121.45, 5.36, -0.865, 0.00, 7.82
121.47, 5.33, -0.787, 0.00, 7.82
121.50, 5.31, -0.708, 0.00, 7.82
121.53, 5.29, -0.630, 0.00, 7.82
121.57, 5.27, -0.552, 0.00, 7.82
121.60, 5.25, -0.474, 0.00, 7.82
121.63, 5.24, -0.396, 0.00, 7.82
121.67, 5.22, -0.317, 0.00, 7.82
121.71, 5.22, -0.239, 0.00, 7.82
121.75, 5.21, -0.161, 0.00, 7.82
121.79, 5.21, -0.083, 0.00, 7.82
121.79, 5.21, -0.083, 0.00, 0.00
121.79, 5.21, -0.083, 0.00, 0.00
121.91, 5.25, 0.167, 0.00, 25.02
122.03, 5.31, 0.418, 0.00, 25.02
122.26, 5.41, 0.418, 25.02, 25.02
122.49, 5.52, 0.418, 25.02, 25.02
122.72, 5.62, 0.418, 25.02, 25.02
122.94, 5.72, 0.418, 25.02, 25.02
123.17, 5.82, 0.418, 25.02, 25.02
123.40, 5.92, 0.418, 25.02, 25.02
123.63, 6.02, 0.418, 25.02, 25.02
123.86, 6.12, 0.418, 25.02, 25.02
124.09, 6.23, 0.418, 25.02, 25.02
124.32, 6.33, 0.418, 25.02, 25.02
124.55, 6.43, 0.418, 25.02, 25.02
124.77, 6.53, 0.418, 25.02, 25.02
125.00, 6.63, 0.418, 25.02, 25.02
125.23, 6.73, 0.418, 25.02, 25.02
125.46, 6.83, 0.418, 25.02, 25.02
125.69, 6.94, 0.418, 25.02, 25.02
125.92, 7.04, 0.418, 25.02, 25.02
126.15, 7.14, 0.418, 25.02, 25.02
126.38, 7.24, 0.418, 25.02, 25.02
126.60, 7.34, 0.418, 25.02, 25.02
126.83, 7.44, 0.418, 25.02, 25.02
127.06, 7.55, 0.418, 25.02, 25.02
127.29, 7.65, 0.418, 25.02, 25.02
127.52, 7.75, 0.418, 25.02, 25.02
127.75, 7.85, 0.418, 25.02, 25.02
127.98, 7.95, 0.418, 25.02, 25.02
128.21, 8.05, 0.418, 25.02, 25.02
128.43, 8.15, 0.418, 25.02, 25.02
128.66, 8.26, 0.418, 25.02, 25.02
128.89, 8.36, 0.418, 25.02, 25.02
129.12, 8.46, 0.418, 25.02, 25.02
129.35, 8.56, 0.418, 25.02, 25.02
129.58, 8.66, 0.418, 25.02, 25.02
129.81, 8.76, 0.418, 25.02, 25.02
130.04, 8.86, 0.418, 25.02, 25.02
130.26, 8.97, 0.418, 25.02, 25.02
130.49, 9.07, 0.418, 25.02, 25.02
130.72, 9.17, 0.418, 25.02, 25.02
130.95, 9.27, 0.418, 25.02, 25.02
131.18, 9.37, 0.418, 25.02, 25.02
131.41, 9.47, 0.418, 25.02, 25.02
131.64, 9.58, 0.418, 25.02, 25.02
131.87, 9.68, 0.418, 25.02, 25.02
132.09, 9.78, 0.418, 25.02, 25.02
132.32, 9.88, 0.418, 25.02, 25.02
132.55, 9.98, 0.418, 25.02, 25.02
132.78, 10.08, 0.418, 25.02, 25.02
133.01, 10.18, 0.418, 25.02, 25.02
133.24, 10.29, 0.418, 25.02, 25.02
133.47, 10.39, 0.418, 25.02, 25.02
133.70, 10.49, 0.418, 25.02, 25.02
133.92, 10.59, 0.418, 25.02, 25.02
134.15, 10.69, 0.418, 25.02, 25.02
134.38, 10.79, 0.418, 25.02, 25.02
134.61, 10.89, 0.418, 25.02, 25.02
134.84, 11.00, 0.418, 25.02, 25.02
135.07, 11.10, 0.418, 25.02, 25.02
135.30, 11.20, 0.418, 25.02, 25.02
135.53, 11.30, 0.418, 25.02, 25.02
135.79, 11.45, 0.496, 25.02, 32.84
135.94, 11.49, 0.324, 25.02, 7.82
136.10, 11.50, 0.152, 25.02, 7.82
136.26, 11.48, -0.020, 25.02, 7.82
136.42, 11.44, -0.192, 25.02, 7.82
136.58, 11.36, -0.364, 25.02, 7.82
136.73, 11.27, -0.536, 25.02, 7.82
136.86, 11.15, -0.708, 25.02, 7.82
136.98, 11.01, -0.881, 25.02, 7.82
137.07, 10.86, -1.053, 25.02, 7.82
137.14, 10.70, -1.225, 25.02, 7.82
137.18, 10.54, -1.397, 25.02, 7.82
137.19, 10.37, -1.569, 25.02, 7.82
137.18, 10.21, -1.741, 25.02, 7.82
137.14, 10.06, -1.913, 25.02, 7.82
137.08, 9.96, -2.163, 25.02, 0.00
136.94, 9.75, -2.163, 25.02, 25.02
136.80, 9.54, -2.163, 25.02, 25.02
136.66, 9.34, -2.163, 25.02, 25.02
136.52, 9.13, -2.163, 25.02, 25.02
136.38, 8.92, -2.163, 25.02, 25.02
136.24, 8.71, -2.163, 25.02, 25.02
136.14, 8.60, -2.335, 25.02, 7.82
136.02, 8.52, -2.507, 25.02, 7.82
135.99, 8.49, -2.429, 0.00, 7.82
135.96, 8.46, -2.351, 0.00, 7.82
135.93, 8.43, -2.273, 0.00, 7.82
135.91, 8.40, -2.194, 0.00, 7.82
135.89, 8.36, -2.116, 0.00, 7.82
135.87, 8.33, -2.038, 0.00, 7.82
135.85, 8.29, -1.960, 0.00, 7.82
135.84, 8.25, -1.881, 0.00, 7.82
135.83, 8.21, -1.803, 0.00, 7.82
135.82, 8.18, -1.725, 0.00, 7.82
135.82, 8.14, -1.647, 0.00, 7.82
135.81, 8.10, -1.569, 0.00, 7.82
135.82, 8.06, -1.490, 0.00, 7.82
135.82, 8.02, -1.412, 0.00, 7.82
135.83, 7.98, -1.334, 0.00, 7.82
135.84, 7.95, -1.256, 0.00, 7.82
135.85, 7.91, -1.178, 0.00, 7.82
135.87, 7.88, -1.099, 0.00, 7.82
135.89, 7.84, -1.021, 0.00, 7.82
135.91, 7.81, -0.943, 0.00, 7.82
135.93, 7.78, -0.865, 0.00, 7.82
135.96, 7.76, -0.787, 0.00, 7.82
135.99, 7.73, -0.708, 0.00, 7.82
136.02, 7.71, -0.630, 0.00, 7.82
136.05, 7.69, -0.552, 0.00, 7.82
136.09, 7.67, -0.474, 0.00, 7.82
136.12, 7.66, -0.396, 0.00, 7.82
136.16, 7.65, -0.317, 0.00, 7.82
136.20, 7.64, -0.239, 0.00, 7.82
136.23, 7.64, -0.161, 0.00, 7.82
136.23, 7.64, -0.161, 0.00, 0.00
136.36, 7.66, 0.089, 0.00, 25.02
136.61, 7.69, 0.089, 25.02, 25.02
136.86, 7.71, 0.089, 25.02, 25.02
137.11, 7.73, 0.089, 25.02, 25.02
137.36, 7.75, 0.089, 25.02, 25.02
137.61, 7.78, 0.089, 25.02, 25.02
137.85, 7.80, 0.089, 25.02, 25.02
138.10, 7.82, 0.089, 25.02, 25.02
138.35, 7.84, 0.089, 25.02, 25.02
138.60, 7.86, 0.089, 25.02, 25.02
138.85, 7.89, 0.089, 25.02, 25.02
139.10, 7.91, 0.089, 25.02, 25.02
139.35, 7.93, 0.089, 25.02, 25.02
139.60, 7.95, 0.089, 25.02, 25.02
139.85, 7.98, 0.089, 25.02, 25.02
140.10, 8.00, 0.089, 25.02, 25.02
140.35, 8.02, 0.089, 25.02, 25.02
140.60, 8.04, 0.089, 25.02, 25.02
140.85, 8.06, 0.089, 25.02, 25.02
141.09, 8.09, 0.089, 25.02, 25.02
141.34, 8.11, 0.089, 25.02, 25.02
141.59, 8.13, 0.089, 25.02, 25.02
141.84, 8.15, 0.089, 25.02, 25.02
142.09, 8.18, 0.089, 25.02, 25.02
142.34, 8.20, 0.089, 25.02, 25.02
142.59, 8.22, 0.089, 25.02, 25.02
142.84, 8.24, 0.089, 25.02, 25.02
143.09, 8.27, 0.089, 25.02, 25.02
143.34, 8.29, 0.089, 25.02, 25.02
143.59, 8.31, 0.089, 25.02, 25.02
143.84, 8.33, 0.089, 25.02, 25.02
144.09, 8.35, 0.089, 25.02, 25.02
144.33, 8.38, 0.089, 25.02, 25.02
144.58, 8.40, 0.089, 25.02, 25.02
144.83, 8.42, 0.089, 25.02, 25.02
145.08, 8.44, 0.089, 25.02, 25.02
145.33, 8.47, 0.089, 25.02, 25.02
145.58, 8.49, 0.089, 25.02, 25.02
145.83, 8.51, 0.089, 25.02, 25.02
146.08, 8.53, 0.089, 25.02, 25.02
146.33, 8.56, 0.089, 25.02, 25.02
146.58, 8.58, 0.089, 25.02, 25.02
146.83, 8.60, 0.089, 25.02, 25.02
147.08, 8.62, 0.089, 25.02, 25.02
147.33, 8.64, 0.089, 25.02, 25.02
147.58, 8.67, 0.089, 25.02, 25.02
147.82, 8.69, 0.089, 25.02, 25.02
148.07, 8.71, 0.089, 25.02, 25.02
148.32, 8.73, 0.089, 25.02, 25.02
148.57, 8.76, 0.089, 25.02, 25.02
148.82, 8.78, 0.089, 25.02, 25.02
149.07, 8.80, 0.089, 25.02, 25.02
149.32, 8.82, 0.089, 25.02, 25.02
149.57, 8.84, 0.089, 25.02, 25.02
149.82, 8.87, 0.089, 25.02, 25.02
150.07, 8.89, 0.089, 25.02, 25.02
150.32, 8.91, 0.089, 25.02, 25.02
150.57, 8.93, 0.089, 25.02, 25.02
150.82, 8.96, 0.089, 25.02, 25.02
151.06, 8.98, 0.089, 25.02, 25.02
151.31, 9.00, 0.089, 25.02, 25.02
151.56, 9.02, 0.089, 25.02, 25.02
151.81, 9.05, 0.089, 25.02, 25.02
152.06, 9.07, 0.089, 25.02, 25.02
152.31, 9.09, 0.089, 25.02, 25.02
152.56, 9.11, 0.089, 25.02, 25.02
152.81, 9.13, 0.089, 25.02, 25.02
153.06, 9.16, 0.089, 25.02, 25.02
153.31, 9.18, 0.089, 25.02, 25.02
153.56, 9.20, 0.089, 25.02, 25.02
153.81, 9.22, 0.089, 25.02, 25.02
154.06, 9.25, 0.089, 25.02, 25.02
154.30, 9.27, 0.089, 25.02, 25.02
154.55, 9.29, 0.089, 25.02, 25.02
154.80, 9.31, 0.089, 25.02, 25.02
155.05, 9.34, 0.089, 25.02, 25.02
155.30, 9.36, 0.089, 25.02, 25.02
155.55, 9.38, 0.089, 25.02, 25.02
155.80, 9.40, 0.089, 25.02, 25.02
156.05, 9.42, 0.089, 25.02, 25.02
156.30, 9.45, 0.089, 25.02, 25.02
156.55, 9.47, 0.089, 25.02, 25.02
156.80, 9.49, 0.089, 25.02, 25.02
157.05, 9.51, 0.089, 25.02, 25.02
157.30, 9.54, 0.089, 25.02, 25.02
157.55, 9.56, 0.089, 25.02, 25.02
157.79, 9.58, 0.089, 25.02, 25.02
158.04, 9.60, 0.089, 25.02, 25.02
158.29, 9.62, 0.089, 25.02, 25.02
158.54, 9.65, 0.089, 25.02, 25.02
158.79, 9.67, 0.089, 25.02, 25.02
159.04, 9.69, 0.089, 25.02, 25.02
159.29, 9.71, 0.089, 25.02, 25.02
159.54, 9.74, 0.089, 25.02, 25.02
159.79, 9.76, 0.089, 25.02, 25.02
160.04, 9.78, 0.089, 25.02, 25.02
160.29, 9.80, 0.089, 25.02, 25.02
160.54, 9.83, 0.089, 25.02, 25.02
160.79, 9.85, 0.089, 25.02, 25.02
161.03, 9.87, 0.089, 25.02, 25.02
161.28, 9.89, 0.089, 25.02, 25.02
161.53, 9.91, 0.089, 25.02, 25.02
161.78, 9.94, 0.089, 25.02, 25.02
162.03, 9.96, 0.089, 25.02, 25.02
162.28, 9.98, 0.089, 25.02, 25.02
162.53, 10.00, 0.089, 25.02, 25.02
162.78, 10.03, 0.089, 25.02, 25.02
163.03, 10.05, 0.089, 25.02, 25.02
163.28, 10.07, 0.089, 25.02, 25.02
163.53, 10.09, 0.089, 25.02, 25.02
163.78, 10.12, 0.089, 25.02, 25.02
164.03, 10.14, 0.089, 25.02, 25.02
164.27, 10.16, 0.089, 25.02, 25.02
164.52, 10.18, 0.089, 25.02, 25.02
164.77, 10.20, 0.089, 25.02, 25.02
165.02, 10.23, 0.089, 25.02, 25.02
165.27, 10.25, 0.089, 25.02, 25.02
165.52, 10.27, 0.089, 25.02, 25.02
165.77, 10.29, 0.089, 25.02, 25.02
166.02, 10.32, 0.089, 25.02, 25.02
166.27, 10.34, 0.089, 25.02, 25.02
166.52, 10.36, 0.089, 25.02, 25.02
166.77, 10.38, 0.089, 25.02, 25.02
167.02, 10.40, 0.089, 25.02, 25.02
167.27, 10.43, 0.089, 25.02, 25.02
167.52, 10.45, 0.089, 25.02, 25.02
167.76, 10.47, 0.089, 25.02, 25.02
168.01, 10.49, 0.089, 25.02, 25.02
168.26, 10.52, 0.089, 25.02, 25.02
168.51, 10.54, 0.089, 25.02, 25.02
168.80, 10.60, 0.167, 25.02, 32.84
168.96, 10.58, -0.005, 25.02, 7.82
169.13, 10.54, -0.177, 25.02, 7.82
169.28, 10.47, -0.349, 25.02, 7.82
169.43, 10.38, -0.521, 25.02, 7.82
169.57, 10.26, -0.693, 25.02, 7.82
169.68, 10.12, -0.865, 25.02, 7.82
169.78, 9.97, -1.037, 25.02, 7.82
169.85, 9.81, -1.209, 25.02, 7.82
169.90, 9.65, -1.381, 25.02, 7.82
169.91, 9.48, -1.553, 25.02, 7.82
169.90, 9.32, -1.725, 25.02, 7.82
169.86, 9.17, -1.897, 25.02, 7.82
169.80, 9.03, -2.069, 25.02, 7.82
169.71, 8.91, -2.241, 25.02, 7.82
169.59, 8.81, -2.413, 25.02, 7.82
169.57, 8.78, -2.335, 0.00, 7.82
169.54, 8.75, -2.257, 0.00, 7.82
169.52, 8.71, -2.179, 0.00, 7.82
169.49, 8.68, -2.100, 0.00, 7.82
169.49, 8.68, -2.100, 0.00, 0.00
169.45, 8.55, -1.850, 0.00, 25.02
169.41, 8.39, -1.678, 7.82, 25.02
169.41, 8.22, -1.506, 7.82, 25.02
169.44, 8.06, -1.334, 7.82, 25.02
169.51, 7.89, -1.084, 7.82, 32.84
169.54, 7.82, -1.084, 7.82, 7.82
169.56, 7.79, -1.006, 0.00, 7.82
169.59, 7.76, -0.927, 0.00, 7.82
169.61, 7.73, -0.849, 0.00, 7.82
169.64, 7.71, -0.771, 0.00, 7.82
169.67, 7.68, -0.693, 0.00, 7.82
169.70, 7.66, -0.615, 0.00, 7.82
169.73, 7.64, -0.536, 0.00, 7.82
169.76, 7.63, -0.458, 0.00, 7.82
169.80, 7.61, -0.380, 0.00, 7.82
169.84, 7.60, -0.302, 0.00, 7.82
169.87, 7.60, -0.224, 0.00, 7.82
169.91, 7.59, -0.145, 0.00, 7.82
169.91, 7.59, -0.145, 0.00, 0.00
170.04, 7.62, 0.105, 0.00, 25.02
170.29, 7.65, 0.105, 25.02, 25.02
170.54, 7.67, 0.105, 25.02, 25.02
170.78, 7.70, 0.105, 25.02, 25.02
171.03, 7.72, 0.105, 25.02, 25.02
171.28, 7.75, 0.105, 25.02, 25.02
171.53, 7.78, 0.105, 25.02, 25.02
171.78, 7.80, 0.105, 25.02, 25.02
172.03, 7.83, 0.105, 25.02, 25.02
172.28, 7.86, 0.105, 25.02, 25.02
172.53, 7.88, 0.105, 25.02, 25.02
172.78, 7.91, 0.105, 25.02, 25.02
173.02, 7.93, 0.105, 25.02, 25.02
173.27, 7.96, 0.105, 25.02, 25.02
173.52, 7.99, 0.105, 25.02, 25.02
173.77, 8.01, 0.105, 25.02, 25.02
174.02, 8.04, 0.105, 25.02, 25.02
174.27, 8.06, 0.105, 25.02, 25.02
174.52, 8.09, 0.105, 25.02, 25.02
174.77, 8.12, 0.105, 25.02, 25.02
175.02, 8.14, 0.105, 25.02, 25.02
175.26, 8.17, 0.105, 25.02, 25.02
175.51, 8.20, 0.105, 25.02, 25.02
175.76, 8.22, 0.105, 25.02, 25.02
176.01, 8.25, 0.105, 25.02, 25.02
176.26, 8.27, 0.105, 25.02, 25.02
176.51, 8.30, 0.105, 25.02, 25.02
176.76, 8.33, 0.105, 25.02, 25.02
177.01, 8.35, 0.105, 25.02, 25.02
177.26, 8.38, 0.105, 25.02, 25.02
177.50, 8.41, 0.105, 25.02, 25.02
177.75, 8.43, 0.105, 25.02, 25.02
178.00, 8.46, 0.105, 25.02, 25.02
178.25, 8.48, 0.105, 25.02, 25.02
178.50, 8.51, 0.105, 25.02, 25.02
178.75, 8.54, 0.105, 25.02, 25.02
179.00, 8.56, 0.105, 25.02, 25.02
179.25, 8.59, 0.105, 25.02, 25.02
179.49, 8.61, 0.105, 25.02, 25.02
179.74, 8.64, 0.105, 25.02, 25.02
179.99, 8.67, 0.105, 25.02, 25.02
180.24, 8.69, 0.105, 25.02, 25.02
180.49, 8.72, 0.105, 25.02, 25.02
180.74, 8.75, 0.105, 25.02, 25.02
180.99, 8.77, 0.105, 25.02, 25.02
181.24, 8.80, 0.105, 25.02, 25.02
181.49, 8.82, 0.105, 25.02, 25.02
181.73, 8.85, 0.105, 25.02, 25.02
181.98, 8.88, 0.105, 25.02, 25.02
182.23, 8.90, 0.105, 25.02, 25.02
182.48, 8.93, 0.105, 25.02, 25.02
182.73, 8.96, 0.105, 25.02, 25.02
182.98, 8.98, 0.105, 25.02, 25.02
183.23, 9.01, 0.105, 25.02, 25.02
183.48, 9.03, 0.105, 25.02, 25.02
183.73, 9.06, 0.105, 25.02, 25.02
183.97, 9.09, 0.105, 25.02, 25.02
184.22, 9.11, 0.105, 25.02, 25.02
184.47, 9.14, 0.105, 25.02, 25.02
184.72, 9.16, 0.105, 25.02, 25.02
184.97, 9.19, 0.105, 25.02, 25.02
185.22, 9.22, 0.105, 25.02, 25.02
185.47, 9.24, 0.105, 25.02, 25.02
185.72, 9.27, 0.105, 25.02, 25.02
185.97, 9.30, 0.105, 25.02, 25.02
186.21, 9.32, 0.105, 25.02, 25.02
186.46, 9.35, 0.105, 25.02, 25.02
186.71, 9.37, 0.105, 25.02, 25.02
186.96, 9.40, 0.105, 25.02, 25.02
187.21, 9.43, 0.105, 25.02, 25.02
187.46, 9.45, 0.105, 25.02, 25.02
187.71, 9.48, 0.105, 25.02, 25.02
187.96, 9.50, 0.105, 25.02, 25.02
188.21, 9.53, 0.105, 25.02, 25.02
188.45, 9.56, 0.105, 25.02, 25.02
188.70, 9.58, 0.105, 25.02, 25.02
188.95, 9.61, 0.105, 25.02, 25.02
189.20, 9.64, 0.105, 25.02, 25.02
189.45, 9.66, 0.105, 25.02, 25.02
189.70, 9.69, 0.105, 25.02, 25.02
189.95, 9.71, 0.105, 25.02, 25.02
190.20, 9.74, 0.105, 25.02, 25.02
190.45, 9.77, 0.105, 25.02, 25.02
190.69, 9.79, 0.105, 25.02, 25.02
190.94, 9.82, 0.105, 25.02, 25.02
191.19, 9.85, 0.105, 25.02, 25.02
191.44, 9.87, 0.105, 25.02, 25.02
191.69, 9.90, 0.105, 25.02, 25.02
191.94, 9.92, 0.105, 25.02, 25.02
192.19, 9.95, 0.105, 25.02, 25.02
192.44, 9.98, 0.105, 25.02, 25.02
192.69, 10.00, 0.105, 25.02, 25.02
192.93, 10.03, 0.105, 25.02, 25.02
193.18, 10.05, 0.105, 25.02, 25.02
193.43, 10.08, 0.105, 25.02, 25.02
193.68, 10.11, 0.105, 25.02, 25.02
193.93, 10.13, 0.105, 25.02, 25.02
194.18, 10.16, 0.105, 25.02, 25.02
194.43, 10.19, 0.105, 25.02, 25.02
194.68, 10.21, 0.105, 25.02, 25.02
194.92, 10.24, 0.105, 25.02, 25.02
195.17, 10.26, 0.105, 25.02, 25.02
195.42, 10.29, 0.105, 25.02, 25.02
195.67, 10.32, 0.105, 25.02, 25.02
195.92, 10.34, 0.105, 25.02, 25.02
196.17, 10.37, 0.105, 25.02, 25.02
196.42, 10.40, 0.105, 25.02, 25.02
196.67, 10.42, 0.105, 25.02, 25.02
196.92, 10.45, 0.105, 25.02, 25.02
197.16, 10.47, 0.105, 25.02, 25.02
197.41, 10.50, 0.105, 25.02, 25.02
197.66, 10.53, 0.105, 25.02, 25.02
197.91, 10.55, 0.105, 25.02, 25.02
198.16, 10.58, 0.105, 25.02, 25.02
198.41, 10.60, 0.105, 25.02, 25.02
198.66, 10.63, 0.105, 25.02, 25.02
198.94, 10.69, 0.183, 25.02, 32.84
199.11, 10.68, 0.011, 25.02, 7.82
199.27, 10.64, -0.161, 25.02, 7.82
199.43, 10.57, -0.333, 25.02, 7.82
199.58, 10.48, -0.505, 25.02, 7.82
199.72, 10.37, -0.677, 25.02, 7.82
199.83, 10.23, -0.849, 25.02, 7.82
199.93, 10.09, -1.021, 25.02, 7.82
200.01, 9.93, -1.193, 25.02, 7.82
200.05, 9.76, -1.365, 25.02, 7.82
200.07, 9.59, -1.537, 25.02, 7.82
200.06, 9.43, -1.709, 25.02, 7.82
200.03, 9.28, -1.881, 25.02, 7.82
199.96, 9.14, -2.054, 25.02, 7.82
199.88, 9.02, -2.226, 25.02, 7.82
199.76, 8.91, -2.398, 25.02, 7.82
199.74, 8.88, -2.319, 0.00, 7.82
199.71, 8.85, -2.241, 0.00, 7.82
199.69, 8.82, -2.163, 0.00, 7.82
199.67, 8.78, -2.085, 0.00, 7.82
199.62, 8.66, -1.835, 0.00, 25.02
199.59, 8.49, -1.663, 7.82, 25.02
199.59, 8.33, -1.490, 7.82, 25.02
199.62, 8.17, -1.318, 7.82, 25.02
199.67, 8.02, -1.146, 7.82, 25.02
199.78, 7.88, -0.896, 7.82, 32.84
199.83, 7.82, -0.896, 7.82, 7.82
199.85, 7.79, -0.818, 0.00, 7.82
199.88, 7.76, -0.740, 0.00, 7.82
199.91, 7.74, -0.662, 0.00, 7.82
199.94, 7.72, -0.583, 0.00, 7.82
199.98, 7.70, -0.505, 0.00, 7.82
199.98, 7.70, -0.505, 0.00, 0.00
200.09, 7.68, -0.255, 0.00, 25.02
200.33, 7.62, -0.255, 25.02, 25.02
200.58, 7.56, -0.255, 25.02, 25.02
200.82, 7.50, -0.255, 25.02, 25.02
201.06, 7.43, -0.255, 25.02, 25.02
201.30, 7.37, -0.255, 25.02, 25.02
201.54, 7.31, -0.255, 25.02, 25.02
201.79, 7.24, -0.255, 25.02, 25.02
202.03, 7.18, -0.255, 25.02, 25.02
202.27, 7.12, -0.255, 25.02, 25.02
202.51, 7.05, -0.255, 25.02, 25.02
202.75, 6.99, -0.255, 25.02, 25.02
203.00, 6.93, -0.255, 25.02, 25.02
203.24, 6.86, -0.255, 25.02, 25.02
203.48, 6.80, -0.255, 25.02, 25.02
203.72, 6.74, -0.255, 25.02, 25.02
203.97, 6.67, -0.255, 25.02, 25.02
204.21, 6.61, -0.255, 25.02, 25.02
204.45, 6.55, -0.255, 25.02, 25.02
204.69, 6.49, -0.255, 25.02, 25.02
204.93, 6.42, -0.255, 25.02, 25.02
205.18, 6.36, -0.255, 25.02, 25.02
205.42, 6.30, -0.255, 25.02, 25.02
205.66, 6.23, -0.255, 25.02, 25.02
205.90, 6.17, -0.255, 25.02, 25.02
206.15, 6.11, -0.255, 25.02, 25.02
206.39, 6.04, -0.255, 25.02, 25.02
206.63, 5.98, -0.255, 25.02, 25.02
206.87, 5.92, -0.255, 25.02, 25.02
207.11, 5.85, -0.255, 25.02, 25.02
207.36, 5.79, -0.255, 25.02, 25.02
207.60, 5.73, -0.255, 25.02, 25.02
207.84, 5.67, -0.255, 25.02, 25.02
208.08, 5.60, -0.255, 25.02, 25.02
208.32, 5.54, -0.255, 25.02, 25.02
208.57, 5.48, -0.255, 25.02, 25.02
208.81, 5.41, -0.255, 25.02, 25.02
209.05, 5.35, -0.255, 25.02, 25.02
209.29, 5.29, -0.255, 25.02, 25.02
209.54, 5.22, -0.255, 25.02, 25.02
209.78, 5.16, -0.255, 25.02, 25.02
210.02, 5.10, -0.255, 25.02, 25.02
210.26, 5.03, -0.255, 25.02, 25.02
210.50, 4.97, -0.255, 25.02, 25.02
210.75, 4.91, -0.255, 25.02, 25.02
210.99, 4.84, -0.255, 25.02, 25.02
211.23, 4.78, -0.255, 25.02, 25.02
211.47, 4.72, -0.255, 25.02, 25.02
211.71, 4.66, -0.255, 25.02, 25.02
211.96, 4.59, -0.255, 25.02, 25.02
212.20, 4.53, -0.255, 25.02, 25.02
212.44, 4.47, -0.255, 25.02, 25.02
212.68, 4.40, -0.255, 25.02, 25.02
212.93, 4.34, -0.255, 25.02, 25.02
213.17, 4.28, -0.255, 25.02, 25.02
213.41, 4.21, -0.255, 25.02, 25.02
213.65, 4.15, -0.255, 25.02, 25.02
213.89, 4.09, -0.255, 25.02, 25.02
214.14, 4.02, -0.255, 25.02, 25.02
214.38, 3.96, -0.255, 25.02, 25.02
214.62, 3.90, -0.255, 25.02, 25.02
214.86, 3.84, -0.255, 25.02, 25.02
215.10, 3.77, -0.255, 25.02, 25.02
215.35, 3.71, -0.255, 25.02, 25.02
215.59, 3.65, -0.255, 25.02, 25.02
215.83, 3.58, -0.255, 25.02, 25.02
216.07, 3.52, -0.255, 25.02, 25.02
216.32, 3.46, -0.255, 25.02, 25.02
216.56, 3.39, -0.255, 25.02, 25.02
216.80, 3.33, -0.255, 25.02, 25.02
216.95, 3.25, -0.427, 25.02, 7.82
217.10, 3.14, -0.599, 25.02, 7.82
217.13, 3.13, -0.521, 0.00, 7.82
217.17, 3.11, -0.443, 0.00, 7.82
217.20, 3.10, -0.364, 0.00, 7.82
217.24, 3.09, -0.286, 0.00, 7.82
217.28, 3.08, -0.208, 0.00, 7.82
217.31, 3.08, -0.130, 0.00, 7.82
217.35, 3.08, -0.052, 0.00, 7.82
217.39, 3.08, 0.027, 0.00, 7.82
217.43, 3.09, 0.105, 0.00, 7.82
217.47, 3.09, 0.183, 0.00, 7.82
217.51, 3.11, 0.261, 0.00, 7.82
217.51, 3.11, 0.261, 0.00, 0.00
217.62, 3.18, 0.511, 0.00, 25.02
217.72, 3.28, 0.762, 0.00, 25.02
217.91, 3.45, 0.762, 25.02, 25.02
218.09, 3.63, 0.762, 25.02, 25.02
218.27, 3.80, 0.762, 25.02, 25.02
218.45, 3.97, 0.762, 25.02, 25.02
218.63, 4.14, 0.762, 25.02, 25.02
218.81, 4.32, 0.762, 25.02, 25.02
218.99, 4.49, 0.762, 25.02, 25.02
219.17, 4.66, 0.762, 25.02, 25.02
219.35, 4.84, 0.762, 25.02, 25.02
219.54, 5.01, 0.762, 25.02, 25.02
219.72, 5.18, 0.762, 25.02, 25.02
219.90, 5.35, 0.762, 25.02, 25.02
220.08, 5.53, 0.762, 25.02, 25.02
220.26, 5.70, 0.762, 25.02, 25.02
220.44, 5.87, 0.762, 25.02, 25.02
220.62, 6.04, 0.762, 25.02, 25.02
220.80, 6.22, 0.762, 25.02, 25.02
220.98, 6.39, 0.762, 25.02, 25.02
221.17, 6.56, 0.762, 25.02, 25.02
221.35, 6.73, 0.762, 25.02, 25.02
221.53, 6.91, 0.762, 25.02, 25.02
221.71, 7.08, 0.762, 25.02, 25.02
221.89, 7.25, 0.762, 25.02, 25.02
222.07, 7.43, 0.762, 25.02, 25.02
222.25, 7.60, 0.762, 25.02, 25.02
222.43, 7.77, 0.762, 25.02, 25.02
222.61, 7.94, 0.762, 25.02, 25.02
222.80, 8.12, 0.762, 25.02, 25.02
222.98, 8.29, 0.762, 25.02, 25.02
223.16, 8.46, 0.762, 25.02, 25.02
223.34, 8.63, 0.762, 25.02, 25.02
223.52, 8.81, 0.762, 25.02, 25.02
223.70, 8.98, 0.762, 25.02, 25.02
223.88, 9.15, 0.762, 25.02, 25.02
